id,name,year,date,provider,provider_type,rocket,rocket_family,mission,mission_type,mission_desc,orbit,pad_name,location,country,outcome,image,url,last_updated,net
6a7f56f9-2565-4b6c-b0c5-23e9c74a2368,Sputnik 8A91 | D1- 2,1958,1958-05-15 07:00:35+00:00,Soviet Space Program,Government,Sputnik 8A91,Sputnik,D1- 2,Earth Science,First complex scientific satellite to reach orbit.,LEO,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",KAZ,Launch Successful,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/sputnik_8a91_image_20210830171943.png,https://ll.thespacedevs.com/2.2.0/launch/6a7f56f9-2565-4b6c-b0c5-23e9c74a2368/?format=json,2024-06-16T09:21:20Z,1958-05-15T07:00:35Z
a861fb4d-8988-468b-abd1-a6e8abe5f2c7,Vanguard | Vanguard,1958,1958-05-28 03:46:20+00:00,US Navy,Government,Vanguard,,Vanguard,Test Flight,Small satellite used to test the Vanguard three-stage launch vehicle.,LEO,Launch Complex 18A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/vanguard_1_on_p_image_20240411114304.jpeg,https://ll.thespacedevs.com/2.2.0/launch/a861fb4d-8988-468b-abd1-a6e8abe5f2c7/?format=json,2023-06-14T17:43:00Z,1958-05-28T03:46:20Z
57e64adf-5c20-4c81-b17a-587b44d574b0,Vanguard | Vanguard,1958,1958-06-26 05:00:52+00:00,US Navy,Government,Vanguard,,Vanguard,Test Flight,Small satellite used to test the Vanguard three-stage launch vehicle.,LEO,Launch Complex 18A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/vanguard_1_on_p_image_20240411114304.jpeg,https://ll.thespacedevs.com/2.2.0/launch/57e64adf-5c20-4c81-b17a-587b44d574b0/?format=json,2023-06-14T17:42:58Z,1958-06-26T05:00:52Z
64da1836-0c00-4074-ab0a-f9d0ee6b1221,Project Pilot | NOTS 1,1958,1958-07-25 00:00:00+00:00,US Navy,Government,Project Pilot,,NOTS 1,Government/Top Secret,"The project pilot payloads were small cylindrical satellites. These missions intended to be the first to launch a satellite from an aircraft. They had only a single instrument, a very primitive infrared line scanning device to make IR images of the ground.",LEO,Naval Air Weapons Station China Lake,Air launch to Suborbital flight,???,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/64da1836-0c00-4074-ab0a-f9d0ee6b1221/?format=json,2023-06-14T04:25:21Z,1958-07-25T00:00:00Z
e0975cef-e8c6-4f35-bbf7-1b55963e06a5,Juno-I | Explorer 4,1958,1958-07-26 15:00:57+00:00,Army Ballistic Missile Agency,Government,Juno-I,Redstone,Explorer 4,Earth Science,An American satellite in order to study the Van Allen radiation belts and the effects of nuclear explosions upon these belts.,MEO,Launch Complex 5,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/juno_i_on_the_p_image_20240411120216.jpeg,https://ll.thespacedevs.com/2.2.0/launch/e0975cef-e8c6-4f35-bbf7-1b55963e06a5/?format=json,2023-06-14T17:42:44Z,1958-07-26T15:00:57Z
ac4c0c44-1925-4636-99b5-8c3b33d6c62a,Project Pilot | NOTS 2,1958,1958-08-12 00:00:00+00:00,US Navy,Government,Project Pilot,,NOTS 2,Government/Top Secret,"The project pilot payloads were small cylindrical satellites. These missions intended to be the first to launch a satellite from an aircraft. They had only a single instrument, a very primitive infrared line scanning device to make IR images of the ground.",LEO,Naval Air Weapons Station China Lake,Air launch to Suborbital flight,???,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/ac4c0c44-1925-4636-99b5-8c3b33d6c62a/?format=json,2023-06-14T04:25:21Z,1958-08-12T00:00:00Z
5408eda7-a3cc-48d2-9a62-e77a3cf86bc1,Thor Able I | Able I (Pioneer),1958,1958-08-17 12:18:00+00:00,Army Ballistic Missile Agency,Government,Thor Able I,Thor,Able I (Pioneer),Lunar Exploration,"The first pioneer orbiter, pioneer 0 was a lunar orbiter intended to enter a lunar orbit for observation. However, the mission failed 77 seconds into launch.",LO,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/5408eda7-a3cc-48d2-9a62-e77a3cf86bc1/?format=json,2023-06-14T17:40:20Z,1958-08-17T12:18:00Z
ee6958bf-155d-4400-9d9a-9d3e27c56d6d,Project Pilot | NOTS 3,1958,1958-08-22 00:00:00+00:00,US Navy,Government,Project Pilot,,NOTS 3,Government/Top Secret,"The project pilot payloads were small cylindrical satellites. These missions intended to be the first to launch a satellite from an aircraft. They had only a single instrument, a very primitive infrared line scanning device to make IR images of the ground.",LEO,Naval Air Weapons Station China Lake,Air launch to Suborbital flight,???,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/ee6958bf-155d-4400-9d9a-9d3e27c56d6d/?format=json,2023-06-14T04:25:21Z,1958-08-22T00:00:00Z
a17719ee-5a39-452d-afc6-770d3c6deb1b,Juno-I | Explorer 5,1958,1958-08-24 06:17:22+00:00,Army Ballistic Missile Agency,Government,Juno-I,Redstone,Explorer 5,Earth Science,"Explorer 5 was a US satellite designed to study the van allen radiation belts, however, the launch failed after the first stage collided with the second stage.",MEO,Launch Complex 5,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/juno_i_on_the_p_image_20240411120216.jpeg,https://ll.thespacedevs.com/2.2.0/launch/a17719ee-5a39-452d-afc6-770d3c6deb1b/?format=json,2023-06-14T17:42:44Z,1958-08-24T06:17:22Z
31bcb852-0c9f-4f1f-a201-a108c88e77f8,Project Pilot | NOTS 4,1958,1958-08-25 00:00:00+00:00,US Navy,Government,Project Pilot,,NOTS 4,Government/Top Secret,"The project pilot payloads were small cylindrical satellites. These missions intended to be the first to launch a satellite from an aircraft. They had only a single instrument, a very primitive infrared line scanning device to make IR images of the ground.",LEO,Naval Air Weapons Station China Lake,Air launch to Suborbital flight,???,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/31bcb852-0c9f-4f1f-a201-a108c88e77f8/?format=json,2023-06-14T04:25:21Z,1958-08-25T00:00:00Z
46580acb-1299-4a54-bdf0-884029a83a84,Project Pilot | NOTS 5,1958,1958-08-26 00:00:00+00:00,US Navy,Government,Project Pilot,,NOTS 5,Government/Top Secret,"The project pilot payloads were small cylindrical satellites. These missions intended to be the first to launch a satellite from an aircraft. They had only a single instrument, a very primitive infrared line scanning device to make IR images of the ground.",LEO,Naval Air Weapons Station China Lake,Air launch to Suborbital flight,???,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/46580acb-1299-4a54-bdf0-884029a83a84/?format=json,2023-06-14T04:25:21Z,1958-08-26T00:00:00Z
ba8f759d-5c34-4e63-bd32-29cb8e9905e6,Project Pilot | NOTS 6,1958,1958-08-28 00:00:00+00:00,US Navy,Government,Project Pilot,,NOTS 6,Government/Top Secret,"The project pilot payloads were small cylindrical satellites. These missions intended to be the first to launch a satellite from an aircraft. They had only a single instrument, a very primitive infrared line scanning device to make IR images of the ground.",LEO,Naval Air Weapons Station China Lake,Air launch to Suborbital flight,???,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/ba8f759d-5c34-4e63-bd32-29cb8e9905e6/?format=json,2023-06-14T04:25:21Z,1958-08-28T00:00:00Z
b6141255-54e9-4edc-839d-1dc81b61f19f,Vostok-L 8K72 | Luna-1a,1958,1958-09-23 07:40:23+00:00,Soviet Space Program,Government,Vostok-L 8K72,Vostok,Luna-1a,Lunar Exploration,"Luna E-1 number 1 was a Soviet spacecraft intended to impact the moon, however, was lost in a launch failure.",Lunar Impactor,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",KAZ,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/b6141255-54e9-4edc-839d-1dc81b61f19f/?format=json,2023-06-14T03:48:23Z,1958-09-23T07:40:23Z
3aec8a7e-0884-4709-bdf6-c5f6444314a4,Vanguard | Vanguard,1958,1958-09-26 15:38:00+00:00,US Navy,Government,Vanguard,,Vanguard,Earth Science,Vanguard was an American satellite and the fourth artificial Earth orbital satellite to be launched. It was the first satellite to have solar electric power.,MEO,Launch Complex 18A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/vanguard_1_on_p_image_20240411114304.jpeg,https://ll.thespacedevs.com/2.2.0/launch/3aec8a7e-0884-4709-bdf6-c5f6444314a4/?format=json,2023-06-14T17:42:59Z,1958-09-26T15:38:00Z
a58b6abf-6b0e-492c-8bf3-1fa586f8d4da,Thor Able I | Pioneer 1,1958,1958-10-11 08:42:13+00:00,Army Ballistic Missile Agency,Government,Thor Able I,Thor,Pioneer 1,Lunar Exploration,"The second pioneer orbiter, pioneer 1 intended to enter lunar orbit but missed the Moon after a third stage partial failure.",LO,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,,https://ll.thespacedevs.com/2.2.0/launch/a58b6abf-6b0e-492c-8bf3-1fa586f8d4da/?format=json,2023-06-14T17:40:19Z,1958-10-11T08:42:13Z
b9dfc9fc-7c79-4c85-833e-037b3ee311aa,Vostok-L 8K72 | Luna-1b,1958,1958-10-11 21:41:58+00:00,Soviet Space Program,Government,Vostok-L 8K72,Vostok,Luna-1b,Lunar Exploration,"Luna E-1 number 2 was a Soviet spacecraft intended to impact the moon, however, was lost in a launch failure.",Lunar Impactor,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",KAZ,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/b9dfc9fc-7c79-4c85-833e-037b3ee311aa/?format=json,2023-06-14T03:48:45Z,1958-10-11T21:41:58Z
96c31f2e-670c-46d5-8c5c-bc0e47dce16e,Juno-I | Beacon,1958,1958-10-23 03:21:04+00:00,Army Ballistic Missile Agency,Government,Juno-I,Redstone,Beacon,Test Target,Beacon 1 was a large inflatable satellite of micro-thin plastic covered with aluminium foil. It was designed to be large so that it was easily visible from Earth.,LEO,Launch Complex 5,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/juno_i_on_the_p_image_20240411120216.jpeg,https://ll.thespacedevs.com/2.2.0/launch/96c31f2e-670c-46d5-8c5c-bc0e47dce16e/?format=json,2023-06-14T17:42:44Z,1958-10-23T03:21:04Z
64ecf17b-09e4-42ab-aa54-8d87b989e365,Thor Able I | Pioneer 2,1958,1958-11-08 07:30:21+00:00,Army Ballistic Missile Agency,Government,Thor Able I,Thor,Pioneer 2,Lunar Exploration,"The third pioneer orbiter, pioneer 2 intended to enter lunar orbit but failed to make orbit when the third stage failed to ignite.",LO,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/64ecf17b-09e4-42ab-aa54-8d87b989e365/?format=json,2023-06-14T17:40:14Z,1958-11-08T07:30:21Z
3fabc98a-84bf-4b91-bec8-31f30eee9dc3,Vostok-L 8K72 | Luna-1c,1958,1958-12-04 18:18:45+00:00,Soviet Space Program,Government,Vostok-L 8K72,Vostok,Luna-1c,Lunar Exploration,Luna E-1 number 3 was a Soviet spacecraft intended to impact the moon but was lost in a launch failure.,Lunar Impactor,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",KAZ,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/3fabc98a-84bf-4b91-bec8-31f30eee9dc3/?format=json,2023-06-14T03:48:48Z,1958-12-04T18:18:45Z
e83eac3f-29eb-4fac-b826-247261bd170d,Juno II | Pioneer 3,1958,1958-12-06 05:44:52+00:00,National Aeronautics and Space Administration,Government,Juno II,,Pioneer 3,Lunar Exploration,Pioneer 3 was a spin-stabilized spacecraft intended as a lunar probe but failed to perform a lunar flyby as planned. Its mission was revised to measure radiation in the outer Van Allen radiation belts.,Lunar flyby,Launch Complex 5,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/juno2520ii_image_20191201204701.jpeg,https://ll.thespacedevs.com/2.2.0/launch/e83eac3f-29eb-4fac-b826-247261bd170d/?format=json,2023-06-14T17:42:44Z,1958-12-06T05:44:52Z
80c8e883-8456-45e7-9ed7-abb1a587c5d9,Atlas B | SCORE,1958,1958-12-18 23:02:00+00:00,US Army,Government,SM-65B Atlas,Atlas,SCORE,Communications,SCORE or Signal Communications by Orbiting RElay was the world first purpose built communications satellite. It provided a second test of a communications relay system after the first being provided by Pioneer 1.,LEO,Launch Complex 11,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,,https://ll.thespacedevs.com/2.2.0/launch/80c8e883-8456-45e7-9ed7-abb1a587c5d9/?format=json,2023-06-14T17:42:41Z,1958-12-18T23:02:00Z
574ba4a9-76fb-4207-a587-dbc39fc1a6e4,Vostok-L 8K72 | Luna-1,1959,1959-01-02 16:41:21+00:00,Soviet Space Program,Government,Vostok-L 8K72,Vostok,Luna-1,Lunar Exploration,Luna 1 was the first spacecraft to reach the vicinity of the Earth's Moon. Intended to be an impactor it was launched as part of the Soviet Luna programme. Due to an incorrectly timed upper stage burn during launch it missed the Moon.,Lunar Impactor,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",KAZ,Launch Successful,,https://ll.thespacedevs.com/2.2.0/launch/574ba4a9-76fb-4207-a587-dbc39fc1a6e4/?format=json,2023-06-14T03:48:25Z,1959-01-02T16:41:21Z
597540d3-b6b1-44d8-b6e6-3b799dc6b1e4,Vanguard | Vanguard II,1959,1959-02-17 15:55:00+00:00,US Navy,Government,Vanguard,,Vanguard II,Earth Science,Vanguard II is an Earth orbiting satellite and the first weather satellite. It was designed to measure cloud-cover distribution over the daylight portion of its orbit for a period of 19 days and to provide information on the density of the atmosphere.,MEO,Launch Complex 18A,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/vanguard_1_on_p_image_20240411114304.jpeg,https://ll.thespacedevs.com/2.2.0/launch/597540d3-b6b1-44d8-b6e6-3b799dc6b1e4/?format=json,2023-06-14T17:43:00Z,1959-02-17T15:55:00Z
2e03da7f-8604-416c-9313-8c456d893a6f,Thor Agena A | Discoverer 1,1959,1959-02-28 21:49:16+00:00,United States Air Force,Government,Thor Agena A,Thor,Discoverer 1,Government/Top Secret,Discoverer I was the first of a series of satellites part of the CORONA reconnaissance program. This satellite didn't take a camera or film system as it was intended as a test. There were issues communicating with the satellite during flight with only intermittent signals being read.,PO,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",USA,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/2e03da7f-8604-416c-9313-8c456d893a6f/?format=json,2023-06-14T04:18:25Z,1959-02-28T21:49:16Z
5de0c176-20e0-4bb6-a576-2e093b79fd51,Juno II | Pioneer 4,1959,1959-03-03 05:10:56+00:00,National Aeronautics and Space Administration,Government,Juno II,,Pioneer 4,Lunar Exploration,Pioneer 4 was a spin-stabilized spacecraft intended as a lunar probe and successfully performed a fly by of the moon at a height of 58983km. Unfortunately it didn't come close enough to trigger its photoelectric sensor.,Lunar flyby,Launch Complex 5,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/juno2520ii_image_20191201204701.jpeg,https://ll.thespacedevs.com/2.2.0/launch/5de0c176-20e0-4bb6-a576-2e093b79fd51/?format=json,2023-06-14T17:42:44Z,1959-03-03T05:10:56Z
e10a11fb-e3b9-4def-b281-c5602653b2dc,Thor Agena A | Discoverer 2,1959,1959-04-13 21:18:39+00:00,United States Air Force,Government,Thor Agena A,Thor,Discoverer 2,Government/Top Secret,"Discoverer II successfully reached orbit and took photos of Earth. However, when the capsule with the data was ejected in order to re-enter the atmosphere there was a timer malfunction meaning it seperated too early and landed over the North Pole rather than the intended target of Hawaii. The capsule was never recovered.",PO,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",USA,Launch Successful,,https://ll.thespacedevs.com/2.2.0/launch/e10a11fb-e3b9-4def-b281-c5602653b2dc/?format=json,2023-06-14T04:18:29Z,1959-04-13T21:18:39Z
c3d28943-4905-47b6-89c7-13b8dce45eef,Vanguard | Vanguard,1959,1959-04-14 02:49:46+00:00,US Navy,Government,Vanguard,,Vanguard,Earth Science,The Vanguard satellite was a 13 inch spherical satellite which contained a precise magnetometer to map the Earth's magnetic field. The satellite was lost together with the Vanguard Balloon when the Vanguard launch vehicle second stage was damaged during staging.,LEO,Launch Complex 18A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/vanguard_1_on_p_image_20240411114304.jpeg,https://ll.thespacedevs.com/2.2.0/launch/c3d28943-4905-47b6-89c7-13b8dce45eef/?format=json,2023-06-14T17:42:59Z,1959-04-14T02:49:46Z
c4ef4614-99bb-4da4-ab0c-180ec2faf6cc,Thor Agena A | Discoverer 3,1959,1959-06-03 20:09:20+00:00,United States Air Force,Government,Thor Agena A,Thor,Discoverer 3,Government/Top Secret,The Discoverer 3 reconnaissance satellite failed to reach orbit due to a failure of the Agena A upper stage.,PO,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",USA,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/c4ef4614-99bb-4da4-ab0c-180ec2faf6cc/?format=json,2023-06-14T04:18:27Z,1959-06-03T20:09:20Z
c5b416c9-5e12-42b1-85db-e3f807906166,Vostok-L 8K72 | Luna-2a,1959,1959-06-18 08:08:00+00:00,Soviet Space Program,Government,Vostok-L 8K72,Vostok,Luna-2a,Lunar Exploration,Luna E-1 number 5 was a Soviet spacecraft intended to impact the moon but was lost in a launch failure.,Lunar Impactor,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",KAZ,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/c5b416c9-5e12-42b1-85db-e3f807906166/?format=json,2023-06-14T03:48:38Z,1959-06-18T08:08:00Z
d00485ff-f5c5-4e6b-9aa5-a2928c079f41,Vanguard | Vanguard,1959,1959-06-22 20:16:09+00:00,US Navy,Government,Vanguard,,Vanguard,Earth Science,"Vanguard is a scientific satellite to measure the Earth's magnetic field, solar X-ray radiation and its effects on the Earth's atmosphere and the near-Earth micrometeoroid environment.",LEO,Launch Complex 18A,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/vanguard_1_on_p_image_20240411114304.jpeg,https://ll.thespacedevs.com/2.2.0/launch/d00485ff-f5c5-4e6b-9aa5-a2928c079f41/?format=json,2023-06-14T17:42:58Z,1959-06-22T20:16:09Z
dbe9a4b7-8cf0-4c7f-a42f-a5f70d2702a6,Thor Agena A | Discoverer 4,1959,1959-06-25 22:47:45+00:00,United States Air Force,Government,Thor Agena A,Thor,Discoverer 4,Government/Top Secret,"Discoverer 4 was the fourth in a series of reconnaissance satellites, however, it failed to reach orbit when the Agena engine underperformed and failed to place the capsule into orbit.",PO,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",USA,Launch Failure,,https://ll.thespacedevs.com/2.2.0/launch/dbe9a4b7-8cf0-4c7f-a42f-a5f70d2702a6/?format=json,2023-06-14T04:18:42Z,1959-06-25T22:47:45Z
7e01bff4-1cb9-409e-838b-4433ded92b94,Juno II | NASA S-1,1959,1959-07-16 17:37:03+00:00,National Aeronautics and Space Administration,Government,Juno II,,NASA S-1,Earth Science,The S-1 satellite was a geoscience satellite equipped with a suite of scientific instruments to study the environment around the Earth. It was destroyed 5 seconds into launch when the launch vehicle exploded due to an issue with the launch vehicles power supply.,Elliptical,Launch Complex 5,"Cape Canaveral SFS, FL, USA",USA,Launch Failure,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/juno2520ii_image_20191201204701.jpeg,https://ll.thespacedevs.com/2.2.0/launch/7e01bff4-1cb9-409e-838b-4433ded92b94/?format=json,2023-06-14T17:42:44Z,1959-07-16T17:37:03Z
7ab310ea-28d5-4c58-9bfd-ae9aefc40c20,Thor Able III | Explorer 6,1959,1959-08-07 14:24:20+00:00,United States Air Force,Government,Thor Able III,Thor,Explorer 6,Earth Science,"Explorer 6 was an American satellite designed to study trapped radiation of various energies, galactic cosmic rays, geomagnetism, radio propagation and the flux of micrometeorites. It also tested a scanning device designed for photographing the Earth's cloud cover, and transmitted the first pictures of Earth from a satellite.",Elliptical,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",USA,Launch Successful,,https://ll.thespacedevs.com/2.2.0/launch/7ab310ea-28d5-4c58-9bfd-ae9aefc40c20/?format=json,2023-06-14T17:40:14Z,1959-08-07T14:24:20Z
